train accuracy,eval accuracy,train loss,eval loss
0.0,0.0,1.014510154724121,1.0305014848709106
0.0,0.0,0.9363740682601929,0.9250698685646057
0.0,0.0,0.8388813734054565,0.8955312967300415
0.0,0.0,0.8415837287902832,0.9250516295433044
0.0,0.0,0.8197539448738098,0.9333102107048035
0.0,0.0,0.8612335920333862,0.9400058388710022
0.0,0.0,0.8358498811721802,0.9531498551368713
0.0,0.0,0.8351182341575623,0.9332093000411987
0.0,0.0,0.794097363948822,0.9125756621360779
0.0,0.0,0.8353370428085327,0.9245414733886719
0.0,0.0,0.7805584669113159,0.9010371565818787
0.0,0.0,0.7965506911277771,0.8984890580177307
0.0,0.0,0.7792319059371948,0.8847949504852295
0.0,0.0,0.7632385492324829,0.8838262557983398
0.0,0.0,0.7656234502792358,0.881984531879425
0.0,0.0,0.7600290775299072,0.8824788331985474
0.0,0.0,0.7781460881233215,0.8831836581230164
0.0,0.0,0.7313075661659241,0.9243696331977844
0.0,0.0,0.7615876793861389,0.903531551361084
0.0,0.0,0.714430570602417,0.9171591401100159
0.0,0.0,0.7598751187324524,0.9028800129890442
0.0,0.0,0.7362356781959534,0.8855257034301758
0.0,0.0,0.709740936756134,0.9021639823913574
0.0,0.0,0.6940780282020569,0.9038840532302856
0.0,0.0,0.680600106716156,0.9054788947105408
0.0,0.0,0.7251781225204468,0.9065936803817749
0.0,0.0,0.7109050750732422,0.8894681334495544
0.0,0.0,0.6906524896621704,0.8684121370315552
0.0,0.0,0.6758455038070679,0.865915060043335
0.0,0.0,0.6485411524772644,0.8696954250335693
0.0,0.0,0.6877018213272095,0.8856263756752014
0.0,0.0,0.687187671661377,0.878547728061676
0.0,0.0,0.6781588196754456,0.870472252368927
0.0,0.0,0.6690765023231506,0.8827759027481079
0.0,0.0,0.6504189968109131,0.8871093988418579
0.0,0.0,0.6542993187904358,0.8998972177505493
0.0,0.0,0.6673131585121155,0.9310183525085449
0.0,0.0,0.6614214777946472,0.9198272824287415
0.0,0.0,0.6641387939453125,0.8580045104026794
0.0,0.0,0.6616435647010803,0.906938910484314
0.0,0.0,0.6429687738418579,0.9225136041641235
0.0,0.0,0.6307838559150696,0.9231861233711243
0.0,0.0,0.6419606804847717,0.8991640210151672
0.0,0.0,0.6422693133354187,0.9248213171958923
0.0,0.0,0.5992609262466431,0.9149733781814575
0.0,0.0,0.6179615259170532,0.8866822719573975
0.0,0.0,0.5989835262298584,0.8937917947769165
0.0,0.0,0.6436648368835449,0.9089415669441223
0.0,0.0,0.6030136942863464,0.9461543560028076
0.0,0.0,0.5956971049308777,0.9868014454841614
0.0,0.0,0.6064704656600952,0.8697407841682434
0.0,0.0,0.6523296236991882,0.8698695302009583
0.0,0.0,0.6313619613647461,0.8679572343826294
0.0,0.0,0.6296709179878235,0.8537854552268982
0.0,0.0,0.6139883995056152,0.8263332843780518
0.0,0.0,0.5796849131584167,0.8272184729576111
0.0,0.0,0.5544521808624268,0.8493692278862
0.0,0.0,0.5906139016151428,0.8587498068809509
0.0,0.0,0.5707908868789673,0.8858548402786255
0.0,0.0,0.5568063259124756,0.876105010509491
0.0,0.0,0.5883634090423584,0.8659863471984863
0.0,0.0,0.5646774768829346,0.8600180745124817
0.0,0.0,0.5783772468566895,0.8284798264503479
0.0,0.0,0.5806657075881958,0.8122587203979492
0.0,0.0,0.5591815710067749,0.834999144077301
0.0,0.0,0.6005786061286926,0.8246437907218933
0.0,0.0,0.5298699140548706,0.8026966452598572
0.0,0.0,0.5454326868057251,0.8290039300918579
0.0,0.0,0.5462304949760437,0.8064082264900208
0.0,0.0,0.5406314134597778,0.766120195388794
0.0,0.0,0.5413106083869934,0.8048697113990784
0.0,0.0,0.5647441744804382,0.8301838040351868
0.0,0.0,0.5511397123336792,0.8423227667808533
0.0,0.0,0.5279848575592041,0.7979252934455872
0.0,0.0,0.5220496654510498,0.8117303848266602
0.0,0.0,0.5446311235427856,0.8669281005859375
0.0,0.0,0.49414557218551636,0.9002748131752014
0.0,0.0,0.5163413882255554,0.8294652700424194
0.0,0.0,0.541828989982605,0.7743434309959412
0.0,0.0,0.5380353331565857,0.7803764343261719
0.0,0.0,0.5634214878082275,0.7827072739601135
0.0,0.0,0.5487308502197266,0.7591022253036499
0.0,0.0,0.4958800673484802,0.7814516425132751
0.0,0.0,0.5547394156455994,0.8437972068786621
0.0,0.0,0.5138689279556274,0.8267778754234314
0.0,0.0,0.5271703600883484,0.7785712480545044
0.0,0.0,0.5143612027168274,0.7610079646110535
0.0,0.0,0.4916897714138031,0.8273502588272095
0.0,0.0,0.5115613341331482,0.7760932445526123
0.0,0.0,0.508257269859314,0.7598551511764526
0.0,0.0,0.5038906335830688,0.7635329961776733
0.0,0.0,0.5176557898521423,0.7725558280944824
0.0,0.0,0.5057809948921204,0.7829903364181519
0.0,0.0,0.5029875636100769,0.7673324346542358
0.0,0.0,0.5181867480278015,0.783247172832489
0.0,0.0,0.5012184381484985,0.7930226922035217
0.0,0.0,0.5134807825088501,0.7389393448829651
0.0,0.0,0.4829348623752594,0.7523926496505737
0.0,0.0,0.5072529911994934,0.781206488609314
0.0,0.0,0.5068557262420654,0.7910005450248718
0.0,0.0,0.47025373578071594,0.7936561703681946
0.0,0.0,0.5159534811973572,0.8288961052894592
0.0,0.0,0.4756503701210022,0.8224315047264099
0.0,0.0,0.4728274345397949,0.7560874223709106
0.0,0.0,0.4545215368270874,0.706831693649292
0.0,0.0,0.4768913686275482,0.7720338106155396
0.0,0.0,0.5061043500900269,0.8217912912368774
0.0,0.0,0.49760138988494873,0.7635114789009094
0.0,0.0,0.45395687222480774,0.7944775223731995
0.0,0.0,0.47912904620170593,0.7864432334899902
0.0,0.0,0.46632036566734314,0.7400107383728027
0.0,0.0,0.4926396906375885,0.7607017755508423
0.0,0.0,0.4640791714191437,0.7655858993530273
0.0,0.0,0.4963015615940094,0.737406313419342
0.0,0.0,0.5203789472579956,0.7203191518783569
0.0,0.0,0.47908714413642883,0.7546242475509644
0.0,0.0,0.48587566614151,0.7900903820991516
0.0,0.0,0.4582231044769287,0.7771715521812439
0.0,0.0,0.48319077491760254,0.733981728553772
0.0,0.0,0.5142598748207092,0.7076997756958008
0.0,0.0,0.4841236472129822,0.7068540453910828
0.0,0.0,0.46823635697364807,0.7158164978027344
0.0,0.0,0.4647379517555237,0.7488936185836792
0.0,0.0,0.4812186062335968,0.7424685955047607
0.0,0.0,0.48982712626457214,0.7957531809806824
0.0,0.0,0.4800105690956116,0.7545826435089111
0.0,0.0,0.4688182771205902,0.7378960251808167
0.0,0.0,0.46437346935272217,0.7417483925819397
